"Outcome","N","Null_VPC_Strata","Null_Strata_Var","Full_VPC_Strata","Full_Strata_Var","PCV_Strata"
"Hypertension",18260,11.6243110591814,0.432725911255816,0.16361888771097,0.00539166743379605,98.7540225132004
"Diabetes",18260,3.98702815674305,0.136614840986621,0.135979814744317,0.00447964801059877,96.7209653224737
"Dyslipidemia",18260,2.18813189808296,0.073597054667508,0.544616018349156,0.0180152628458817,75.5217611258088
